Comune;Provincia;Tipologia;Categoria;Denominazione;Indirizzo;Località;CAP;Sigla provincia;Codice ISTAT del comune;Telefono 1;Telefono 2;FAX;Sito internet;Indirizzo posta elettronica;Anno di riferimento;Longitudine;Latitudine
FERRIERE;PIACENZA;Campeggio;4 stelle;ROCCA DEI FOLLI CAMPING;Località Rocca dei Folli;Rocca dei Folli;29024;PC;33020;0523 922293;;0523 924011;www.roccadeifolli.com;info@roccadeifolli.com;2016;9.49534;44.63424
FERRIERE;PIACENZA;Rifugio alpino;;"RIFUGIO GAEP ""VINCENZO STOTO""";Passo Crocilia - Vecchia Dogana 1;Selva;29024;PC;33020;0523 929300;;0523 338844;www.gaep.it;gaep@gaep.it;2016;9.4844436;44.6243585
FIORENZUOLA D'ARDA;PIACENZA;Agriturismo;;AGRITURISMO LA RUSCA;Loc. La Rusca, 515;;29017;PC;33021;0523 982100;;;;;2016;9.9131456;44.9278495
FIORENZUOLA D'ARDA;PIACENZA;Agriturismo;;AGRITURISMO LA TERZOLA 3.0;Cascina Terzola;San Protaso;29017;PC;33021;0000 000000;;;;mpaola.dosi@gmail.com;2016;;
FIORENZUOLA D'ARDA;PIACENZA;Agriturismo;;AZIENDA AGRITURISTICA ARTE CONTADINA;Loc. Battibue, 278/A;Baselicaduce;29017;PC;33021;0523 248399;;0523 248399;www.artecontadina.it;info@artecontadina.it;2016;9.9131456;44.9278495
FIORENZUOLA D'ARDA;PIACENZA;Agriturismo;4 margherite;AZ. AGR. E AGRITURISTICA BATTIBUE;Via Battibue, 278;;29017;PC;33021;0523 942314;;0523 942314;;info@battibue.it;2016;9.92867;44.92831
FIORENZUOLA D'ARDA;PIACENZA;Albergo;1 stella;VERANDA BARABASCA;Località Barabasca;;29017;PC;33021;0523 982398;;0523 945220;;hotelveranda@libero.it;2016;9.496522;44.645147
FIORENZUOLA D'ARDA;PIACENZA;Albergo;3 stelle;HOTEL ARDA;Via Scapuzzi, 35;;29017;PC;33021;0523 985186;;0523 944917;www.hotelarda.it;direzione@hotelarda.it;2016;9.9184487;44.9246294
FIORENZUOLA D'ARDA;PIACENZA;Albergo;3 stelle;HOTEL CONCORDIA;Via XX Settembre, 54;;29017;PC;33021;0523 982827;;0523 984841;www.hotelconcordiapc.com;info@hotelconcordiapc.com;2016;9.9117083;44.9266459
FIORENZUOLA D'ARDA;PIACENZA;Albergo;3 stelle;HOTEL FIORE;Località Barabasca;Barabasca;29017;PC;33021;0523 984922;;0523 984413;www.fiorehotel.it;info@fiorehotel.it;2016;9.8958962;44.9533616
FIORENZUOLA D'ARDA;PIACENZA;Albergo;3 stelle;HOTEL LOCANDA SAN FIORENZO;Via Gramsci, 8;;29017;PC;33021;0523 247924;;0523 240995;www.locandasanfiorenzo.it;info@locandasanfiorenzo.it;2016;9.911962;44.92762
FIORENZUOLA D'ARDA;PIACENZA;Albergo;3 stelle;HOTEL MATHIS;Via Matteotti, 68;;29017;PC;33021;0523 982850;;0523 981098;www.mathis.it;info@mathis.it;2016;9.9100693;44.9264128
FIORENZUOLA D'ARDA;PIACENZA;Bed & Breakfast;;B&B ROSIS;Via Giovanni da Fiorenzuola, 30/32;;29017;PC;33021;0523 982878;;;www.rosis.it;info@rosis.it;2016;9.90837;44.928771
FIORENZUOLA D'ARDA;PIACENZA;Case e appartamenti per vacanze;1 categoria (4 soli);CASA VACANZE VIVIT;Via Piazza Caduti, 13;;29017;PC;33021;0523 247274;;0523 247279;;info@viverevivit.it;2016;;
GAZZOLA;PIACENZA;Agriturismo;;AGRITURISMO BOSCO DEI POVERI;Loc. Bosco dei Poveri;;29010;PC;33022;0523 971041;;;www.boscodeipoveri.it;info@boscodeipoveri.it;2016;9.5478213;44.9588173
GAZZOLA;PIACENZA;Agriturismo;;AGRITURISMO LE RONDINI;LOC. LODINO;Lodino;29010;PC;33022;0523 976304;;0523 976304;www.agriturismolerondini.it;info@agriturismo-lerondini.it;2016;9.5478213;44.9588173
GAZZOLA;PIACENZA;Agriturismo;3 margherite;AGRITURISMO IL GIACIGLIO DI ANNIBALE;Loc. Monteraschio, 38;;29010;PC;33022;0523 1794677;;;;info@ilgiacigliodiannibale.it;2016;9.565864;44.925897
GAZZOLA;PIACENZA;Agriturismo;4 margherite;AGRITURISMO CROARA VECCHIA;Località Croara Vecchia;Croara Vecchia;29010;PC;33022;0523 977153;;0523 977153;www.croaravecchia.it;info@croaravecchia.it;2016;9.5900695;44.9332606
GAZZOLA;PIACENZA;Albergo;3 stelle;HOTEL RESIDENZA TORRE DI SAN MARTINO;Borgo di Rivalta;Rivalta;29010;PC;33022;0523 972002;;0523 978300;www.torredisanmartino.it;info@torredisanmartino.it;2016;9.58904;44.95056
GAZZOLA;PIACENZA;Bed & Breakfast;;B&B I CILIEGI;Loc. Torrazzo;;29010;PC;33022;347 2946354;;;;patriziaband@alice.it;2016;9.5478213;44.9588173
GAZZOLA;PIACENZA;Bed & Breakfast;;B&B LA VECCHIA SCUOLA DI RIVALTA;Strada Comunale, 13/1;Rivalta;29010;PC;33022;0000 000000;;;www.vsrivalta.it;info@vsrivalta.it;2016;9.586808;44.952551
GAZZOLA;PIACENZA;Bed & Breakfast;;B&B SONOMUSICA;Strada della Riviola, 3;;29010;PC;33022;335 8165722;;;;tonoli.fiordaliso@icloud.com;2016;9.5487674;44.96046
GAZZOLA;PIACENZA;Casa per ferie;;CASA PER FERIE LA CHIOCCETTA;VIA TREBBIA 1;Tuna;29010;PC;33022;0523 975564;;0523 975564;www.lachioccetta.it;info@lachioccetta.it;2016;9.6320337;45.0587762
GOSSOLENGO;PIACENZA;Agriturismo;;AGRITURISMO IL RIO;LOC. ROSSIA, 16;;29020;PC;33023;0523 778545;;;www.agriturismoilrio.com;marikarossi.a@gmail.com;2016;9.60607;44.98575
GOSSOLENGO;PIACENZA;Agriturismo;;AGRITURISMO I MELOGRANI;LOC. CARATTA;;29020;PC;33023;335 5390117;;;;imelograni@lungacque.it;2016;9.6158875;44.9647752
GROPPARELLO;PIACENZA;Affittacamere;;RESIDENZA D'EPOCA TORRE DEL BARBAGIANNI;Via Roma, 84;;29025;PC;33025;0523 855814;;0523 855818;www.torredelbarbagianni.com;info@castellodigropparello.it;2016;9.736843;44.834019
GROPPARELLO;PIACENZA;Albergo;1 stella;BRIGHELLA;Strada Provinciale;Sariano;29025;PC;33025;0523 858134;;0523 858134;;;2016;9.7284756;44.8102221
GROPPARELLO;PIACENZA;Bed & Breakfast;;B&B BIANCONIGLIO;LOC. BERSANI, 62;;29025;PC;33025;338 6813967;;;;milarisoli@libero.it;2016;9.7296365;44.8317081
GROPPARELLO;PIACENZA;Bed & Breakfast;;B&B CÀ IACHINI;Via Iachini 13;;29025;PC;33025;0523 856028;;;caiachini.wordpress.com;;2016;9.722399;44.8351111
GROPPARELLO;PIACENZA;Bed & Breakfast;;B&B LA PALAZZINA;Strada Provinciale Sariano n. 18;Sariano;29025;PC;33025;335 5873035;;;;pga@armaniassociati.it;2016;;
GROPPARELLO;PIACENZA;Bed & Breakfast;;B&B MONPOUPON;Strada Provinciale 19;Groppovisdomo;29025;PC;33025;0523 857411;;;www.monpoupon.it;info@monpoupon.it;2016;9.7442556;44.8497868
LUGAGNANO VAL D'ARDA;PIACENZA;Affittacamere;;AFFITTACAMERE IL COLOMBARONE;LOC BREVE;RUSTIGAZZO;29018;PC;33026;0523 807317;;;www.ilcolombarone.it;info@ilcolombarone.it;2016;9.8280764;44.8234884
LUGAGNANO VAL D'ARDA;PIACENZA;Affittacamere;;AFFITTACAMERE LA CENERARA;Località La Cenerara;Velleia;29018;PC;33026;0523 807419;;;www.lacenerara.it;isabellaserri@hotmail.com;2016;9.7901503;44.8134709
LUGAGNANO VAL D'ARDA;PIACENZA;Albergo;1 stella;TIBERIO;Via Piacenza, 30;;29018;PC;33026;0523 892828;;0523 892828;;ristorante.tiberio@gmail.com;2016;9.8346592;44.8270932
LUGAGNANO VAL D'ARDA;PIACENZA;Bed & Breakfast;;B&B AI BANANI;Località Valle Prato Ottesola, 12;Valle;29018;PC;33026;333 4218358;;;www.bed-breakfast.it;angela.banano@libero.it;2016;9.7770187;44.8318097
LUGAGNANO VAL D'ARDA;PIACENZA;Bed & Breakfast;;B&B LA RUOTA DEL MULINO;Loc. Tabiano, 11;;29018;PC;33026;0523 891836;;0523 891836;www.laruotadelmulino.it;info@laruotadelmulino.it;2016;9.8280764;44.8234884
LUGAGNANO VAL D'ARDA;PIACENZA;Bed & Breakfast;;B&B TINA;LOC. CHIAVENNA ROCCHETTA;;29018;PC;33026;333 7626920;;;;;2016;9.8236;44.8465599
MONTICELLI D'ONGINA;PIACENZA;Affittacamere;;ROOM & BREAKFAST WHITE LADY;Via Valmontana Alta 2/C;;29010;PC;33027;348 7520612;;;www.whiteladyrandb.it;whiteladyrandb@yahoo.it;2016;9.9545603;45.0918584
MONTICELLI D'ONGINA;PIACENZA;Agriturismo;;AGRITURISMO BASSANINE;Strada Bassanine, 47;Fogarole;29010;PC;33027;333 3124048;;;;;2016;9.963756;45.1067194
MONTICELLI D'ONGINA;PIACENZA;Agriturismo;;AGRITURISMO LA FINESTRA SUL PO;Via Argine San Giorgio, 12;San Nazzaro;29010;PC;33027;0523 1730922;;;;;2016;9.892737;45.075919
MONTICELLI D'ONGINA;PIACENZA;Albergo;3 stelle;HOTEL I MALPENSANTI DEL TRIESTE;Via Trieste, 3;;29010;PC;33027;0523 815269;;0523 811853;www.imalpensantideltrieste.it;info@imalpensantideltrieste.it;2016;9.9314262;45.0894058
MONTICELLI D'ONGINA;PIACENZA;Albergo;3 stelle;MOTEL 70;Via Granelli, 75;San Nazzaro;29010;PC;33027;0523 820175;;;www.motel70.it;info@motel70.it;2016;9.9229045;45.0865161
MONTICELLI D'ONGINA;PIACENZA;Bed & Breakfast;;B&B CORNELIA;Via Morto 3;Fogarole;29010;PC;33027;0523 824648;;;www.bbcornelia.it;pamecifo@libero.it;2016;9.930438;45.08925
MONTICELLI D'ONGINA;PIACENZA;Bed & Breakfast;;B&B LA CASINA DEL SOLE;Via Gruppo Mantova, 10;San Nazzaro;29010;PC;33027;0523 827604;;;www.bblacasinadelsole.it;info@bblacasinadelsole.it;2016;9.89517;45.07617
MONTICELLI D'ONGINA;PIACENZA;Bed & Breakfast;;B&B VILLA MAGNOLIA;Piazza Casali, 8;;29010;PC;33027;327 7872936;;0523 499542;;omnidentalsrl@libero.it;2016;9.929659;45.0914611
MORFASSO;PIACENZA;Agriturismo;;AGRITURISMO CÀ BACCHETTA;Loc. San Michele;San Michele;29020;PC;33028;0523 908288;;;www.cabacchetta.it;cabacchetta@hotmail.it;2016;9.700708;44.761216
MORFASSO;PIACENZA;Agriturismo;;AGRITURISMO GREEN PARK MONASTERO;Loc. casale, 9;;29020;PC;33028;0523 908205;;;;apaternieri@gmail.com;2016;;
MORFASSO;PIACENZA;Agriturismo;;AGRITURISMO LA RISORGIVA;Località Oddi, 5;;29020;PC;33028;0523 918338;;0523 918338;www.larisorgiva.com;info@larisorgiva.com;2016;9.68684;44.75662
MORFASSO;PIACENZA;Albergo;1 stella;PIÈ DEI MONTI;Località I Rabbini, 4;Monastero;29020;PC;33028;0523 914106;;0523 914106;;;2016;9.7591985;44.7517435
MORFASSO;PIACENZA;Albergo;2 stelle;DOMUS;Via Roma, 37;;29020;PC;33028;0523 918537;;0523 918537;www.domushotel.net;mzerasc@tin.it;2016;9.7043579;44.7223003
MORFASSO;PIACENZA;Albergo;2 stelle;HOTEL RAPACIOLI;Via Provinciale, 66;San Michele;29020;PC;33028;0523 908204;;0523 908207;;lucianarapacioli@yahoo.it;2016;9.70255;44.75754
MORFASSO;PIACENZA;Bed & Breakfast;;B&B LA BOTTEGA CELESTE;Località Malvisi 25;San Michele;29020;PC;33028;334 9529683;;;www.labottegaceleste.net;info@labottegaceleste.net;2016;9.68871;44.7535
MORFASSO;PIACENZA;Bed & Breakfast;;B&B MAMMA TITTA;Loc. Bergonzi n. 3;;29020;PC;33028;366 4343037;;;;lisa4b@gmail.com;2016;9.749048;44.735447
NIBBIANO;PIACENZA;Affittacamere;;"AFFITTACAMERE ""LA COLLINA 2""";Località Trebecco 89;Trebecco;29010;PC;33029;0523 990822;;0523 990822;;varesi.massimo@libero.it;2016;9.300812;44.8954927
NIBBIANO;PIACENZA;Affittacamere;;LOCANDA TRATTORIA CESARINA;Via Romagnosi 31;Trevozzo;29010;PC;33029;0523 998301;;0523 733070;www.locandacesarina.it;locanda@locandacesarina.it;2016;9.3912063;44.9473428
NIBBIANO;PIACENZA;Appartamenti ammobiliati;;BENELLO CATERINA;Loc. Tassara, 13;;29010;PC;33029;0523 994502;;;;caterinabenello@gmail.com;2016;9.3342722;44.9505532
NIBBIANO;PIACENZA;Appartamenti ammobiliati;;DALLANOCE;Loc. Seguzzone, 3;;29010;PC;33029;349 7835818;;;;;2016;9.389314;44.967182
NIBBIANO;PIACENZA;Bed & Breakfast;;B&B IL PIANTONE;Via Piantone, 1;;29010;PC;33029;0523 990114;;;;caterina.sogga@alice.it;2016;9.3310912;44.9057246
NIBBIANO;PIACENZA;Bed & Breakfast;;B&B L'UOMO PERDUTO;LOC. SEGUZZONE, 3;;29010;PC;33029;349 7835818;;;;miredallanoce@yahoo.it;2016;9.389314;44.967182
NIBBIANO;PIACENZA;Bed & Breakfast;;B&B MOLINO DEL RIZZO;Località Mulino Rizzo 1;;29010;PC;33029;0523 992003;;;www.molinorizzo.it;info@molinorizzo.it;2016;9.372336;44.927231
OTTONE;PIACENZA;Affittacamere;;LOCANDA IL GENOVA;PIAZZA VITTORIA, 14;;29026;PC;33030;339 3096097;;;;koala@crocodilecorner.it;2016;;
OTTONE;PIACENZA;Agriturismo;4 margherite;AGRITURISMO CAMPI;Località Costa Campi, 9;;29026;PC;33030;0523 930540;;;;az.agricola_zanardi@libero.it;2016;9.1976203;44.6633268
OTTONE;PIACENZA;Albergo;1 stella;DA GIANNI;Località Rocca Corvi;;29026;PC;33030;0523 930152;;0523 930152;;;2016;9.3163483;44.610881
OTTONE;PIACENZA;Bed & Breakfast;;B&B ELVIRA & TOMASO;Fraz. Ottone Soprano, 22;;29026;PC;33030;388 1178749;;;;elviraetomaso@gmail.com;2016;9.3315041;44.6240865
PECORARA;PIACENZA;Affittacamere;;LOCANDA AL MULINO;Località Molino Reguzzi, 2;Molino Reguzzi;29010;PC;33031;0523 990196;;0523 990813;www.almulino.it;info@almulino.it;2016;9.3438678;44.8977707
PECORARA;PIACENZA;Bed & Breakfast;;B&B CÀ DEL BU;Località Case Rodoni, 1;Case Rodoni;29010;PC;33031;0523 1715218;;;www.cadelbu.it;info@cadelbu.it;2016;9.3381468;44.8986309
PECORARA;PIACENZA;Bed & Breakfast;;B&B CASCINEMA.COM;Località Dio Bono 1;;29010;PC;33031;0523 1715212;;;www.cascinema.com;alberto.demaio@cascinema.com;2016;9.3773227;44.8802306
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE DEAT PARKING;Via Coppalati, 51;Le Mose;29122;PC;33032;0523 695177;;0523 695177;;barbara@deattrasporti.com;2016;9.7497941;45.0395396
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE I TIGLI;Via Amaldi, 3;Piacenza 1;29121;PC;33032;380 1930973;;;www.affittacamereitigli.it;info@affittacamereitigli.it;2016;9.680643;45.043795
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE LE ROSE;Via Pietro Cella, 82/84;Piacenza 1;29121;PC;33032;335 1814170;;0523 453708;;denise.draghi@libero.it;2016;9.6690686;45.0463247
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE MORSELLI DANIELA;Via Cipelli, 48;;29121;PC;33032;0523 712420;;0523 453217;;info@viphotel.it;2016;9.6829026;45.0382044
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE MORSELLI DANIELA;Via Felice Frasi 20;Piacenza 1;29121;PC;33032;0523 712420;;0523 453217;;;2016;9.6942278;45.0507469
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE MORSELLI LUIGI;Via Don Minzoni 56;Piacenza 2;29122;PC;33032;0523 712420;;0523 453217;;info@laconcadoro.it;2016;9.6788226;45.0374902
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE MORSELLI LUIGI;Via Don Minzoni 76;Piacenza 2;29122;PC;33032;0523 712420;;0523 453217;;info@laconcadoro.it;2016;9.6809038;45.0370634
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE MORSELLI LUIGI;Via Don Minzoni 92;Piacenza 2;29122;PC;33032;0523 712420;;0523 453217;;info@laconcadoro.it;2016;9.6825314;45.036733
PIACENZA;PIACENZA;Affittacamere;;AFFITTACAMERE MORSELLI LUIGI;Via Felice Frasi, 20;Piacenza 1;29121;PC;33032;0523 712080;;0523 453217;;;2016;9.6942337;45.0507043
PIACENZA;PIACENZA;Affittacamere;;DOMUS SAN MARTINO ROOM & BREAKFAST;Via Roma , 51;Piacenza 1;29121;PC;33032;333 8404910;;;www.bbdomuspiacenza.com;pettercastellano@gmail.com;2016;9.697717;45.051987
PIACENZA;PIACENZA;Affittacamere;;DUOMO GUESTHOUSE ROOM&BREAKFAST;Via San Giuliano, 6;Piacenza 1;29121;PC;33032;333 4170007;;;www.bbdomuspiacenza.com;pettercastellano@gmail.com;2016;;
PIACENZA;PIACENZA;Affittacamere;;RESIDENCE EUROPA;Via Vaciago, 12;Piacenza 2;29122;PC;33032;0523 338067;;0523 461035;www.residenceeuropa.it;prenotazioni@residenceeuropa.it;2016;9.692304;45.02731
PIACENZA;PIACENZA;Affittacamere;;RISTORANTE COMMERCIO;Via Colombo 118;Piacenza 2;29122;PC;33032;340 2227695;;;www.mulinodegliorti.it;diegocelio@gmail.com;2016;9.7117043;45.0439079
PIACENZA;PIACENZA;Affittacamere;;ROOM & BREAKFAST IL PICCOLO PIACENZA;Via Bozzini, 2;Piacenza 1;29121;PC;33032;0523 458365;;0523 460211;;info@bb-piacenza.it;2016;9.67626;45.047071
PIACENZA;PIACENZA;Affittacamere;;ROOM & BREAKFAST LE NINFE;Via Maruffi, 2/4;Piacenza 1;29121;PC;33032;0523 754362;;0523 453708;www.affittacamereleninfe.it;denise.draghi@libero.it;2016;9.6796587;45.0479062
PIACENZA;PIACENZA;Affittacamere;;ROOM & BREAKFAST MULINO DEGLI ORTI;Via Colombo 122;Piacenza 2;29122;PC;33032;0523 614272;;0523 650432;www.mulinodegliorti.it;celiodiego@gmail.com;2016;9.7118906;45.0436971
PIACENZA;PIACENZA;Affittacamere;;ROOM& BREAKFAST MULINO DEGLI ORTI 3;VIA COLOMBO, 118/C;;29121;PC;33032;0523 614272;;;;celiodiego@gmail.com;2016;;
PIACENZA;PIACENZA;Affittacamere;;ROOM & BREAKFAST SERENA;VIA MORIGI 36;Piacenza 1;29121;PC;33032;0523 458765;;0523 460211;www.bb-piacenza.it;info@bb-piacenza.it;2016;9.6761494;45.0468564
PIACENZA;PIACENZA;Affittacamere;;VIP AFFITTACAMERE;VIA ANGELO GENOCCHI 72;Piacenza 1;29121;PC;33032;0523 712420;;0523 453217;;info@viphotel.it;2016;9.6996088;45.055209
PIACENZA;PIACENZA;Agriturismo;;AGRITURISMO ANTICA TORRE;STRADA MOTTA VECCHIA, 31;Piacenza 2;29122;PC;33032;0523 615267;;0523 615267;;fr.parenti@libero.it;2016;9.7422212;45.0263906
PIACENZA;PIACENZA;Agriturismo;;AGRITURISMO BOSCHI CELATI;Loc. Gargatano;;29121;PC;33032;0523 822128;;0523 822128;;info@agriturismoboschicelati.com;2016;;
PIACENZA;PIACENZA;Agriturismo;;AGRITURISMO CA' LONGA;Via Emilia Parmense, 222/224;Montale;29122;PC;33032;0523 591777;;;;pippo278@gmail.com;2016;;
PIACENZA;PIACENZA;Agriturismo;;AGRITURISMO LA FOCE DEL TREBBIA;Via Aguzzafame, 40;Borgotrebbia;29121;PC;33032;0523 1720878;;;;marinella.cavalli@alice.it;2016;9.6565665;45.0630578
PIACENZA;PIACENZA;Agriturismo;;AGRITURISMO VILLA FIORITA;Loc. Albegato;Padri;29021;PC;33032;0523 917087;;;;;2016;9.5901798;44.8024334
PIACENZA;PIACENZA;Albergo;3 stelle;EURO HOTEL;Via Colombo, 29 F;Piacenza 2;29122;PC;33032;0523 606011;;0523 606013;www.eurohotelpiacenza.com;info@hoteleuropiacenza.it;2016;9.7095607;45.0451639
PIACENZA;PIACENZA;Albergo;3 stelle;HOTEL ASTOR;Via Tibini, 29/31;Piacenza 1;29121;PC;33032;0523 329296;;0523 313884;www.hotelastorpc.eu;info@hotelastorpc.eu;2016;9.7035566;45.049801
PIACENZA;PIACENZA;Albergo;3 stelle;HOTEL VIP;Via Cipelli 41;Piacenza 2;29122;PC;33032;0523 712420;;0523 453217;www.viphotel.it;info@viphotel.it;2016;9.6829026;45.0382044
PIACENZA;PIACENZA;Albergo;3 stelle;IDEA HOTEL;Via Emilia Pavese, 114 A;Piacenza 1;29121;PC;33032;0523 493811;;0523 49522251;www.ideahotel.it;manager.piacenza@ideahotel.it;2016;9.6548724;45.0548825
PIACENZA;PIACENZA;Albergo;3 stelle;STADIO HOTEL;Via Valnure, 20;Piacenza 2;29122;PC;33032;0523 360020;;0523 360030;www.stadiohotel.it;info@stadiohotel.it;2016;9.6878693;45.0256534
PIACENZA;PIACENZA;Albergo;3 stelle sup.;HOTEL CITY;Via Emilia Parmense, 54;Piacenza 2;29122;PC;33032;0523 579752;;0523 579784;www.hotelcitypc.it;info@hotelcitypc.it;2016;9.7223102;45.0377994
PIACENZA;PIACENZA;Albergo;4 stelle;GRANDE ALBERGO ROMA;Via Cittadella, 14;Piacenza 1;29121;PC;33032;0523 323201;;0523 330548;www.grandealbergoroma.it;direzione@grandealbergoroma.it;2016;9.6934801;45.0535986
PIACENZA;PIACENZA;Albergo;4 stelle;GRAND PARK HOTEL MOTEL;Via Caorsana, 161;Croce Grossa;29122;PC;33032;0523 511210;;0523 511209;www.grandpark.it;info@grandpark.it;2016;9.7548391;45.0400225
PIACENZA;PIACENZA;Albergo;4 stelle;HOTEL BEST WESTERN PARK HOTEL;Strada Valnure, 7;Piacenza 2;29122;PC;33032;0523 712600;;0523 453024;www.parkhotelpiacenza.it;info@parkhotelpiacenza.it;2016;9.6888919;45.0178929
PIACENZA;PIACENZA;Albergo;4 stelle;HOTEL OVEST;Via I Maggio, 82;Piacenza 1;29121;PC;33032;0523 712222;;0523 711301;www.hotelovest.it;info@hotelovest.it;2016;9.6624414;45.0504162
PIACENZA;PIACENZA;Albergo;4 stelle;MAGIA HOTEL PIACENZA FIERA;Via Caorsana, 127 b;Le Mose;29122;PC;33032;0523 606288;;0523 613037;www.magiahotels.it;info.piacenzafiera@magiahotels.it;2016;9.7548391;45.0400225
PIACENZA;PIACENZA;Appartamenti ammobiliati;;FALLICA GIACINTO;Via E. Rosso, 28;Piacenza 1;29121;PC;33032;0000 000000;;;;;2016;9.6729731;45.0399326
PIACENZA;PIACENZA;Appartamenti ammobiliati;;MARENGHI SILVANA;Via Stradella n.16;Piacenza 1;29121;PC;33032;0000 000000;;;;;2016;9.6701866;45.0535213
PIACENZA;PIACENZA;Bed & Breakfast;;B&B ANGELA;Via Mazzini 88;Piacenza 1;29121;PC;33032;0523 499098;;;;angela.aime48@gmail.com;2016;9.6897895;45.0549966
PIACENZA;PIACENZA;Bed & Breakfast;;B&B ANNA;Via Vignola, 88;Piacenza 2;29122;PC;33032;0523 614622;;0523 614622;;r.bernardoni@libero.it;2016;9.6985525;45.0362953
PIACENZA;PIACENZA;Bed & Breakfast;;B&B BARTOLOMEO;VIA SAN BARTOLOMEO, 25;Piacenza 1;29121;PC;33032;0523 498866;;;;sdm47@hotmail.it;2016;9.6868537;45.0565587
PIACENZA;PIACENZA;Bed & Breakfast;;B&B BUTTERFLYS;Via Cavour, 37;Piacenza 1;29121;PC;33032;347 7165366;;;;butterflys.piacenza@gmail.com;2016;9.6950963;45.0535875
PIACENZA;PIACENZA;Bed & Breakfast;;B&B DEL BORGO;Via Poggiali 24;Piacenza 1;29121;PC;33032;0523 385436;;;;bettiriccioddi54@libero.it;2016;9.690911;45.0548177
PIACENZA;PIACENZA;Bed & Breakfast;;B&B DUOMO;Via Giandomenico Romagnosi, 57;Piacenza 1;29121;PC;33032;340 0613477;;;;bbduomopiacenza@gmail.com;2016;9.6969293;45.0515365
PIACENZA;PIACENZA;Bed & Breakfast;;B&B GIO';Via Croce, 10;Piacenza 1;29121;PC;33032;340 5252402;;;www.bedandbreakfastgio.com;bedandbreakfastgio@gmail.com;2016;9.6892072;45.0526959
PIACENZA;PIACENZA;Bed & Breakfast;;B&B GIUDY E ALE;Via Gadolini, 33;Piacenza 2;29122;PC;33032;349 6781248;;;;giudi-ale@libero.it;2016;9.6833187;45.0398247
PIACENZA;PIACENZA;Bed & Breakfast;;B&B IL PALAZZO;Strada Torre della Razza, 60;Piacenza 2;29122;PC;33032;389 2521972;;;www.bbilpalazzo.weebly.com;annailpalazzo@gmail.com;2016;9.760538;45.0367164
PIACENZA;PIACENZA;Bed & Breakfast;;B&B MONTAGNOLA NOVE;Via Montagnola, 9;Piacenza 1;29121;PC;33032;347 5261456;;;;annaboeri@hotmail.com;2016;9.6996665;45.0541977
PIACENZA;PIACENZA;Bed & Breakfast;;B&B NOEMI;VIA TORRICELLA, 14;Piacenza 1;29121;PC;33032;328 4292582;;;;noemioddone0@gmail.com;2016;;
PIACENZA;PIACENZA;Bed & Breakfast;;B&B SAN FRANCESCO;Galleria San Francesco 2;Piacenza 1;29121;PC;33032;0523 326688;;0523 326688;;sanfrancescopc@hotmail.it;2016;9.6625651;45.0499153
PIACENZA;PIACENZA;Bed & Breakfast;;B&B SANT'ANGELO;Via Raffalda, 41;Piacenza 1;29121;PC;33032;338 3917493;;;;biagionogara@libero.it;2016;9.6712455;45.0474611
PIACENZA;PIACENZA;Bed & Breakfast;;B&B SCOTTI DA MONTALBO;Via Poggiali, 39;Piacenza 1;29121;PC;33032;0523 385177;;0523 319637;;studio.salvini@fiorsal.191.it;2016;9.6920232;45.0546389
PIACENZA;PIACENZA;Bed & Breakfast;;B&B TORRIONE;Via Borghetto, 120;Piacenza 1;29121;PC;33032;0523 305657;;;;tanzluigina@gmail.com;2016;9.689205;45.0578928
PIACENZA;PIACENZA;Bed & Breakfast;;B&B TRE B;Via Romagnosi, 52;Piacenza 1;29121;PC;33032;349 3831811;;;;bettac57@gmail.com;2016;9.6950106;45.0527169
PIACENZA;PIACENZA;Bed & Breakfast;;B&B VILLA PARTITORE;Strada Agazzana, 102;Piacenza 1;29121;PC;33032;0523 778210;;0523 778210;www.villapartitore.it;villapartitore@gmail.com;2016;9.6744755;45.0388301
PIACENZA;PIACENZA;Casa per ferie;;CASA PER FERIE CASA DEL VIAGGIATORE;Stradone Farnese 63 /A;Piacenza 1;29121;PC;33032;0523 1996230;;0523 327747;www.casadelviaggiatore,eu;casadelviaggiatorepiacenza@gmail.com;2016;9.6994112;45.0466458
PIACENZA;PIACENZA;Casa per ferie;;CASA PER FERIE FONDAZIONE ATTIVITA' SCALABRINIANE;Via F. Torta, 14;Piacenza 1;29121;PC;33032;0523 348611;;0523 348640;;accoglienzacasamadre@scalabrini.net;2016;9.6999389;45.0473536
PIACENZA;PIACENZA;Casa per ferie;;CASA PER FERIE IL CHIOSTRO;Piazzale Crociate, 5;Piacenza 1;29121;PC;33032;0523 490728;;0523 480176;;m.cremaschi1@alice.it;2016;9.6625651;45.0499153
PIACENZA;PIACENZA;Casa per ferie;;CASA PER FERIE ISTITUTO BUON PASTORE;Via Mazzini 81;Piacenza 1;29121;PC;33032;0523 324772;;0523 338268;;cfgbp@libero.it;2016;9.689311;45.0552617
