COD_REGIONALE,STATO,PROVINCIA,COMUNE,ENTE_RESPONSABILE_PROCEDIMENTO,CODICE_NAZIONALE_SIN,ETRS89_32N_LON,ETRS89_32N_LAT
0809901424,Potenzialmente contaminato (in corso atto),RIMINI,RIMINI,ARPAE/SAC Rimini,,"786879,41867200006","4884170,4489500001"
0803602332,Attivata la bonifica,MODENA,MODENA,ARPAE/SAC Modena,,"652383,30379999999","4945731,3871999998"
08037006132,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"683058,08259999997","4930724,3328"
080370306,Potenzialmente contaminato,BOLOGNA,GRANAROLO DELL'EMILIA,ARPAE/SAC Bologna,,"689878,72211800003","4934846,6631399998"
08037006120,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687447,46586800006","4933779,5994300004"
08039014134,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"759214,07339999999","4927994,4133000001"
080340165,Potenzialmente contaminato,PARMA,FONTEVIVO,ARPAE/SAC Parma,,"596889,39125999995","4965208,04153"
08037006128,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"681575,87545199995","4931751,7850900004"
08037006126,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687345,77506200003","4931192,0473499997"
0803602333,Potenzialmente contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"653240,93125699996","4947728,8384299995"
0803800311,Potenzialmente contaminato,FERRARA,BONDENO,ARPAE/SAC Ferrara,,"691351,92469999997","4970676,7718000002"
0803600512,Non contaminato,MODENA,CARPI,ARPAE/SAC Modena,,"649470,8567","4960931,9637000002"
080370012,Potenzialmente contaminato,BOLOGNA,ANZOLA DELL'EMILIA,ARPAE/SAC Bologna,,"676549,78290999995","4933950,3073699996"
080370235,Da monitorare,BOLOGNA,CRESPELLANO,ARPAE/SAC Bologna,,"672100,82831999997","4930840,7178300004"
0804001250,Potenzialmente contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"745605,284048","4896613,9065699996"
0803600513,Potenzialmente contaminato,MODENA,CARPI,ARPAE/SAC Modena,,"651312,54079999996","4964497,9276000001"
080380183,Potenzialmente contaminato,FERRARA,POGGIO RENATICO,ARPAE/SAC Ferrara,,"699362,36230000004","4958296,1352000004"
0803701111,Da monitorare,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,"681411,256467","4924964,7074999996"
0803402774,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,"603961,99600699998","4957642,1575600002"
0803800110,Potenzialmente contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,"743559,92533999996","4944793,2636700002"
080380059,Potenzialmente contaminato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,"744485,55247899995","4970208,8192199999"
0803701112,Attivata la bonifica,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,"680526,25926399999","4926287,3288099999"
08037006125,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"685808,1692","4931407,8529000003"
080370217,Da monitorare,BOLOGNA,CASTENASO,ARPAE/SAC Bologna,,"696591,11371499998","4930965,9020600002"
08039014133,Da monitorare,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"755124,62459999998","4923301,9732999997"
080330372,Potenzialmente contaminato,PIACENZA,PONTENURE,ARPAE/SAC Piacenza,,"563068,15356400004","4983471,4408600004"
0804001255,Potenzialmente contaminato (in corso atto),FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"745547,99383599998","4896535,1883800002"
080360388,Potenzialmente contaminato,MODENA,SAN POSSIDONIO,ARPAE/SAC Modena,,"655682,45530000003","4971612,1492999997"
0804001251,Potenzialmente contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"744656,29209999996","4900527,1259000003"
0809901423,Potenzialmente contaminato,RIMINI,RIMINI,ARPAE/SAC Rimini,,"785989,559718","4885717,0934100002"
080990012,Potenzialmente contaminato,RIMINI,BELLARIA-IGEA MARINA,ARPAE/SAC Rimini,,"779506,67339999997","4891546,2204"
080330041,Non contaminato,PIACENZA,BETTOLA,ARPAE/SAC Piacenza,,"547764,22199999995","4958349,3744000001"
0803602330,Potenzialmente contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"656683,50129299995","4948078,0339099998"
0803901029,Non contaminato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,"728117,067637","4908628,8843599996"
080370478,Contaminato,BOLOGNA,PIANORO,ARPAE/SAC Bologna,,"686388,996147","4916552,8020799998"
0803402775,Potenzialmente contaminato,PARMA,PARMA,ARPAE/SAC Parma,,"600828,40300000005","4963419,1456000004"
08037006134,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"680444,47580000001","4926311,6646999996"
080370546,Contaminato,BOLOGNA,SAN LAZZARO DI SAVENA,ARPAE/SAC Bologna,,"692960,19108000002","4928508,7373400005"
08037006131,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"682511,45256300003","4932007,6217400003"
08037006122,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"684898,99694999994","4931904,4625599999"
0803604012,Potenzialmente contaminato,MODENA,SASSUOLO,ARPAE/SAC Modena,,"643667,58530000004","4935520,4888000004"
0803402773,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,"604073,75224099995","4960246,3528500004"
08037006124,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"682269,75242699997","4931574,08397"
0804001252,Potenzialmente contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"746376,29559999995","4902080,1623"
080400141,Potenzialmente contaminato,FORLI' - CESENA,GALEATA,ARPAE/SAC Forlì-Cesena,,"729312,66810000001","4878072,9665000001"
0804000727,Non contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"756488,95330000005","4898698,6662999997"
0804000725,Contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"757353,64800799999","4894817,4697200004"
08037006129,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687106,69110000005","4934191,5818999996"
08037006130,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"686168,623991","4930461,2461099997"
08037006135,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"681346,75589999999","4933467,5822000001"
0803602810,Attivata la bonifica,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,"649866,6973","4972680,1608999996"
080380019,Non contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,"726267,9939","4947777,2346000001"
080380222,Potenzialmente contaminato,FERRARA,VIGARANO MAINARDA,ARPAE/SAC Ferrara,,"697312,86789700005","4970069,4094799999"
08037006121,Contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"688627,76456899999","4929499,5749399997"
080380075,Potenzialmente contaminato,FERRARA,COPPARO,ARPAE/SAC Ferrara,,"722644,32750000001","4973530,7790999999"
0804000728,Potenzialmente contaminato (in corso atto),FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"765579,3371","4890508,7994999997"
080400034,Potenzialmente contaminato (in corso atto),FORLI' - CESENA,BERTINORO,ARPAE/SAC Forlì-Cesena,,"752688,76228499995","4895250,4245300004"
080330104,Non contaminato,PIACENZA,CAORSO,ARPAE/SAC Piacenza,,"570251,62545100006","4989497,2132400004"
0803303224,Potenzialmente contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,"554671,61930899997","4989599,5256899996"
0803800310,Potenzialmente contaminato,FERRARA,BONDENO,ARPAE/SAC Ferrara,,"683904,04350699997","4974690,34179"
0803800111,Potenzialmente contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,"745745,63631900004","4940697,9644900002"
080380058,Potenzialmente contaminato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,"742940,74569999997","4970189,2833000002"
080990013,Potenzialmente contaminato,RIMINI,BELLARIA-IGEA MARINA,ARPAE/SAC Rimini,,"776537,55429999996","4894039,2834000001"
0803303225,Potenzialmente contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,"557802,57800099999","4989798,7354699997"
08037006110,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"682092,63708400005","4930079,9417000003"
08037006105,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687093,63293600001","4935362,2686599996"
080330131,Non contaminato,PIACENZA,CASTEL SAN GIOVANNI,ARPAE/SAC Piacenza,,"535372,49220199999","4991512,00722"
08037006127,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687576,58378300001","4929349,38179"
0803601316,Potenzialmente contaminato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"644079,71799999999","4934990,1005999995"
0803602347,Contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"655206,41879999998","4944582,4266999997"
0803601314,Non contaminato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"646704,55009999999","4933147,1215000004"
0804000724,Non contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"762347,16199399997","4894890,5878600003"
080370502,Contaminato,BOLOGNA,SALA BOLOGNESE,ARPAE/SAC Bologna,,"677954,52937","4938660,6359400004"
0809901425,Potenzialmente contaminato (in corso atto),RIMINI,RIMINI,ARPAE/SAC Rimini,,"786047,64839999995","4885711,1743000001"
080360125,Potenzialmente contaminato,MODENA,FINALE EMILIA,ARPAE/SAC Modena,,"681546,61710000003","4971722,0140000004"
080370305,Contaminato,BOLOGNA,GRANAROLO DELL'EMILIA,ARPAE/SAC Bologna,,"689948,39726999996","4936148,4697099999"
0803601315,Non contaminato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"644130,19469999999","4935524,1514999997"
08037006117,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"686148,17550699995","4932410,3633599998"
08037006123,Contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"684268,60060000001","4931862,5124000004"
080380111,Potenzialmente contaminato,FERRARA,LAGOSANTO,ARPAE/SAC Ferrara,,"749957,06863600004","4960210,4815999996"
080360128,Potenzialmente contaminato,MODENA,FINALE EMILIA,ARPAE/SAC Modena,,"679852,22779999999","4970376,2904000003"
0804000726,Potenzialmente contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"765183,56505400001","4889470,1498299995"
0804001253,Potenzialmente contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"745296,24641000002","4903305,2915599998"
080400153,Potenzialmente contaminato,FORLI' - CESENA,GAMBETTOLA,ARPAE/SAC Forlì-Cesena,,"767235,28031199996","4890957,8422400001"
0803800877,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"702002,17169999995","4970981,3273"
080380271,Potenzialmente contaminato,FERRARA,FISCAGLIA,ARPAE/SAC Ferrara,,"732013,73803899996","4961596,9555799998"
080330361,Potenzialmente contaminato,PIACENZA,PONTE DELL'OLIO,ARPAE/SAC Piacenza,,"554722,43825500004","4970058,4191199997"
080360289,Non contaminato,MODENA,NOVI DI MODENA,ARPAE/SAC Modena,,"653036,23819800001","4968812,2274599997"
0803800112,Potenzialmente contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,"729746,15560000006","4943839,8607000001"
0803604013,Potenzialmente contaminato,MODENA,SASSUOLO,ARPAE/SAC Modena,,"640793,35179999995","4934441,5015000002"
080370047,Da monitorare,BOLOGNA,BAZZANO,ARPAE/SAC Bologna,,"666102,98519200005","4929574,1430799998"
0803602326,Non contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"651985,93319699995","4946962,3996200003"
0803602331,Contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"656762,47239999997","4944742,4625000004"
080380056,Potenzialmente contaminato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,"750750,13789999997","4970762,5739000002"
08039014130,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"753735,09887400002","4908639,1019700002"
080330111,Potenzialmente contaminato,PIACENZA,CARPANETO PIACENTINO,ARPAE/SAC Piacenza,,"563248,15758300002","4971991,7927299999"
080390014,Da monitorare,RAVENNA,ALFONSINE,ARPAE/SAC Ravenna,,"742068,65195900004","4931557,3043099996"
080380017,Potenzialmente contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,"711036,45085200004","4946980,7095699999"
080330421,Potenzialmente contaminato,PIACENZA,SARMATO,ARPAE/SAC Piacenza,,"538500,14691699995","4987258,1970100002"
080400163,Potenzialmente contaminato (in corso atto),FORLI' - CESENA,GATTEO,ARPAE/SAC Forlì-Cesena,,"774201,85970000003","4896213,8260000004"
0804001254,Potenzialmente contaminato (in corso atto),FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,"738040,77709999995","4897630,1524999999"
